app_id,app_category,number_of_downloads,standard,standard_reason
35,Business,5M+,Good Standard,"The privacy policy demonstrates compliance with several key GDPR principles. This includes the principle of lawfulness, as they state the legal basis for processing various types of data - for example, when using Maps, Camera, and Messaging apps. It also adheres to the principle of transparency, as it clearly outlines how data is collected, used, shared, and stored. The apps also abide by the principle of purpose limitation, mentioning that they collect and use different types of data specifically for features such as location-based suggestions, syncing across devices, and improving user experience. They have sections also describing data accuracy and storage limitation, allowing users to rectify or update their information and keeping track of your favorite places and recent map searches. Lastly, the policy insinuates integrity and confidentiality, mentioning that user data is secured and confidential. However, it might enhance the transparency principle by providing more detail or clarity on the security measures put in place to protect user data against unauthorized access, accidental loss, destruction, or damage."
36,Business,5M+,Good Standard,"The privacy policy of INFOLIFE LLC aligns greatly with GDPR Article 5 principles, thus indicating a good standard. The policy explicitly states the types of information collected by the organization, articulating a clear purpose for collecting each type of data, such as improving service quality and protecting user rights. This illustrates adherence to the principles of lawfulness, fairness, transparency, and purpose limitation. In addition, the firm has clear guidelines for information sharing, requiring user consent before sharing any personal data with third parties, thereby respecting the principle of fairness. The policy also provides details about the security measures in place, adhering to the principles of data integrity and confidentiality. The policy lacks clear details on data minimization, the time period for data retention (storage limitation), and how to maintain the accuracy of data, but overall, its alignment with several crucial GDPR standards indicates a good standard. However, they should strive to improve the policy further by addressing the missed principles."
37,Business,5M+,Bad Standard,"The content provided does not contain any information related to the processing of personal data, principles of lawfulness, fairness, and transparency, purpose limitation, data minimization, accuracy, storage limitation, or integrity and confidentiality. It is therefore impossible to assess its compliance with GDPR Article 5 principles."
38,Business,5M+,Good Standard,"The privacy policy prominently outlines UKG’s commitment to protecting user data and offers a detailed description of their data collection, use, storage, and sharing practices. The policy clearly states the legal basis for processing data (such as legitimate interest or performance of a contract), complying with the principle of lawfulness. The policy also adheres to the principle of fairness, as it lays out UKG’s intent to process data without unjustly affecting the users. In line with the transparency principle, the policy uses clear and understandable language, specifying the types of personal information collected, the sources of this data, the purposes of data processing, and how the data may be disclosed. The policy’s commitment to purpose limitation is highlighted via their specific mentioning of the purposes for data usage. Data minimization is demonstrated with their policy only to “collect personal information necessary to fulfill the purpose(s)” for which the data was initially collected. Furthermore, they state that all information will be kept accurate, fulfilling the accuracy principle. They lay out their commitment to data security and the usage of various measures to protect user data, adhering to the principles of integrity and confidentiality. Finally, they state that data is retained only as long as necessary in accordance with the storage limitation principle. They also provide information on user rights regarding their data, in accordance with GDPR."
39,Business,5M+,Bad Standard,"The privacy policy provided by Microsoft for its Windows apps does follow certain good privacy policy standards such as transparency about how data is being used and stored, emphasis on data minimization, and the retention period of the data.
However, it lacks a clear basis for data processing. For example, in the section about the Maps app, it is mentioned that Microsoft may collect de-identified location data even when the app is not in use, but no clear legal basis is mentioned for this data processing.
Furthermore, the policy also falls short on ensuring accuracy of data. There are no explicit mechanisms in place that allow users to easily rectify or update their information.
Moreover, the policy fails to assure users of the integrity and confidentiality of their data in all aspects. While it presents some security measures such as the possibility to disable certain features, it lacks clear protocols for responding to data breaches.
Lastly, it is somewhat unclear on the issue of storage limitations. While the policy mentions that data will not be kept for longer than necessary, it does not provide clear criteria for determining the exact duration."
40,Business,10+,Good Standard,"The privacy policy demonstrates several key elements of good privacy policy standards outlined in GDPR Article 5 principles.
Specifically, it demonstrates transparency by clearly informing users about the information collection, its usage, handling to third-party companies, and the use of cookies. It also clearly states the purpose of data collection, such as ""providing and improving the Service"". This complies with the GDPR principles of transparency and purpose limitation.
Furthermore, the company outlines safeguards in place to protect the personal information of users, conforming to the data protection measures specified under the principles of integrity and confidentiality. They also have clear communication channels in place if there are any updates or changes to the privacy policy.
However, the policy could mention the data minimization principle by specifying that only necessary data is being collected and processed, and it could specify the storage duration of data to align with the GDPR's storage limitation principle."
41,Business,10+,Bad Standard,"The policy lacks sufficient transparency on types of personal data used and fails to clearly specify purposes for which this information is being collected and processed, thus violating the principles of transparency and purpose limitation. It only mentions that the information is for 'providing and improving the service' which is too vague. Moreover, the policy affirms that it uses third party services that may collect user data. However, it does not clearly mention any security measures taken to protect this data, thereby violating the principles of integrity and confidentiality. The policy also fails to specifically define the data retention period, missing the principle of storage limitation. The statement, 'we are striving to use commercially acceptable means of protecting it', is a clear indicator of the lack of explicit security measures to protect user data."
42,Business,10K+,Good Standard,"This privacy policy demonstrates a high degree of adherence to GDPR Article 5 principles, thus qualifying it as of a Good Standard.
Specific sections of this policy highlight its standard:
- Transparency is underlined throughout the policy. It clearly describes the information it collects, how it's used, and whom it's shared with. Multiple instances of clear language and communication make it easy to understand.
- Lawfulness and fairness are upheld as the policy outlines Mary Kay®'s legal basis for data processing under specific EU regulations. It gives details about their data-needs, ensuring processing doesn't unjustly affect the data subjects.
- Purpose limitation is strictly adhered to. The policy specifies the purposes for data collection and ensures it won't be used in unrelated ways (Wie verwenden wir diese Informationen? section)
- Adherence to the principle of data minimization is demonstrated by being explicit about what they collect, indicating they only collect necessary data.
- The policy also addresses storage limitation, ensuring data is kept only as long as necessary. It outlines the standards for data integrity and confidentiality (Sicherheit der Informationen section), showing they've taken measures to protect against unauthorized access and accidental loss.
- Rights of data subject are clearly explained under “Rechte betroffener Personen”. The policy shows respect towards maintaining accuracy by giving options to correct and update their information (Zugänglichkeit section).
It should be noted, however, that the policy may be improved with clearer language on how long data is stored and explicit details on the security measures employed."
43,Business,10K+,Good Standard,"This privacy policy adheres to the principles of transparency, data minimization, integrity and confidentiality, purpose limitations, accuracy, storage limitation and lawfulness.
- Transparency: The policy clearly outlines what personal data is collected, how it is used, and with whom it is shared (e.g. the organization / employer, other company users, vendors, and third-party service providers). It also notes how users can adjust their settings to control the data collection.
- Data minimization: The policy states that only necessary information is collected for the stated purposes, such as basic account information, content users post or share through the platform, and information about their device and usage of the platform.
- Purpose limitation: The policy strictly adheres to the data processing as defined by the agreement it has with the organization, limiting the usage of data strictly to fulfill its service to the organization.
- Accuracy: The policy allows users and organizations to access or correct their information on the platform, ensuring that everyone has the ability to maintain accurate personal data.
- Storage limitation: The policy clearly states that personal data is retained according to the organization's instructions, and that such data is deleted within 90 days once the contract with an organization is terminated.
- Integrity and confidentiality: It outlines the technical measures the company has implemented to ensure data protection and security, including an obligation to conduct information risk assessments, staff training, system administration, quality assurance, and measures to protect against data breaches.
- Lawfulness: The policy asserts that data processing activities are based on the lawful instructions from the organization or user's consent, fulfilling the principle of lawfulness. The policy also describes how the company will respond to lawful requests for data disclosure by public authorities.
- Clarity in handling GDPR compliances: This policy clearly outlines how it handles GDPR related compliances, how data is transferred internationally and making sure the appropriate safeguards are provided for data received from the EEA, UK and Switzerland. Procedures for dispute resolutions have also been outlined.
Overall, this policy is user-friendly and contains clear, comprehensive information about users' privacy rights and how their data is collected and used, making it a Good Standard privacy policy."
44,Business,10K+,Good Standard,"The privacy policy adheres to the Good Standard and complies with GDPR principles due to several reasons. Primarily,
1. Lawfulness and Fairness: The policy has a clear legal basis as it states that by using the service, users agree to the collection and use of their data in line with the policy.
2. Transparency: The policy uses understandable language to explain what data is collected (such as email address, name, phone number, etc) and for what purposes (e.g., service provision, customer support, and technical issues prevention). It also mentions third-party service providers such as Google Analytics and Firebase and provides relevant details.
3. Purpose Limitation & Data Minimization: The purposes for data collection are precisely stated in the ""Use of Data"" section, ensuring that data will not be used in a manner incompatible with these purposes. They're collecting only necessary data.
4. Accuracy & Storage Limitation: While the policy does not directly address this standard, it provides contact details for any queries which can be used to rectify inaccurate data. However, the actual retention period is not stated, which could be improved.
5. Data Security and Integrity: The policy admits that while absolute security cannot be guaranteed, commercially acceptable means are being used to ensure the security of the user's data.
6. Confidentiality: The policy only allows service providers to access personal data for tasks and indicates that they are obligated not to disclose or use it for any other purpose.
Although some areas can be detailed further, this policy satisfies the primary requirements for a Good Standard."
45,Business,10K+,Bad Standard,"The policy has several problematic areas. First, it doesn’t clearly state the purpose for collecting the described data, violating the Purpose Limitation principle. Secondly, it fails to provide details on data storage duration and data minimization practices. It collects hardware model, OS information, mobile network information, and device identifiers which seems to be more than necessary for analytics and doesn't justify this excess as required by the Data Minimization principle. Finally, while it does mention security, it doesn't specify any measures taken to ensure data protection, compromising the Integrity and Confidentiality principle of GDPR."
46,Business,10K+,Bad Standard,"This is a Bad Standard privacy policy. The reason is that while it references a privacy policy and mentions contact information as well as the right for users to access, correct, cancel, and object (ARCO rights), there is no specific information provided about the lawful basis for processing data, the type of data collected, purpose of collection, or how they ensure the data's accuracy and security. The policy is quite vague and does not adhere to transparency and data minimization principles. Additionally, there's no mention about storage duration of the data, which goes against the storage limitation principle."
47,Business,10K+,Good Standard,"The privacy policy document of Oknet S.A. de C.V. exhibits adherence to the GDPR Article 5 principles. It transparently explains the collection of data via different methods, detailing specifics such as the types of data gathered. It puts forth the purposes for data collection, including identification purposes, promotional intentions, usage monitoring, quality evaluation, and client follow-ups, thereby complying with the principle of purpose limitation. Provisions for data minimization are visible in the defined intended uses, implying the collection of only necessary data. The document also highlights the importance the company places on data accuracy and provides a mechanism for users to update or rectify their data if required, corresponding to the principles of accuracy. It shows the company's practices towards storage limitation, discussing how data is kept in databases with limited access. Importantly, it explains the security measures in place to protect data from unauthorized use, loss, or damage, ensuring data integrity and confidentiality. Users are also informed about their right to access, rectify, cancel, or contest their data, which is in alignment with GDPR requirements. Although it doesn't explicitly state the duration for which data will be kept, this doesn't necessarily make the privacy policy bad. However, the company could improve its standard by adding this detail. Overall, the document is clear, easily understandable, and not obscured by legal jargon, fulfilling the transparency requirement. Hence, it can be concluded that the privacy policy of Oknet S.A. de C.V. adheres to Good Standard. |"
48,Business,10K+,Bad Standard,"The privacy policy does not provide any information about how it respects users' privacy rights, nor nor does it specify how it collects, uses, shares, and stores user data. It lacks information pertaining to the legal basis for processing user data, the measures used to protect user data, and how users can amend or delete their data. It also does not articulate its data minimization approaches nor the retention timeframe for user data. Thus, VetlinkPro's privacy policy is inadequate in terms of the GDPR Article 5 principles, rendering it a Bad Standard."
49,Business,10K+,Good Standard,"The policy demonstrates adherence to several key principles of good privacy policy standards. It allows for accuracy and rectification of data as users can update, correct or delete their information anytime and outlines a clear mechanism for consent and withdrawal of consent with regards to location information and mobile push notifications/alerts. This is shown in ""You may update, correct or delete information about you at any time..."" and ""When you first launch any...you can subsequently stop the collection..."". Furthermore, it respects user choices regarding cookies, as indicated by ""Most web browsers are set to accept cookies...you can usually choose to set your browser to remove or reject browser cookies"". Lastly, it permits opting out of promotional emails as shown in ""You may opt out of receiving promotional emails DCI by following the instructions in those emails"".
Nevertheless, it is important to note that the complete policy is not available here for review, which means we cannot fully evaluate it against all the GDPR Article 5 principles such as lawfulness, transparency, purpose limitation, and data minimization."
50,Business,10K+,Bad Standard,"The privacy policy of Backstitch Inc. fails to explicitly outline several aspects related to data privacy. It does not mention any legal basis for processing, which is a fundamental requirement for the principle of lawfulness. Furthermore, it does not provide any information on what kind of data is collected from users, how it will be used, shared, or stored, hence failing the principle of transparency. In addition, there is no evidence of purpose limitation or data minimisation as the policy does not specify the exact purposes for data collection or assure that it will collect only necessary data. There's no clear mention of how they ensure the accuracy of data and the duration for which the data is stored, thereby failing on the principles of accuracy and storage limitation. Finally, the policy does not outline the security measures implemented to protect user data, hence, it fails to ensure data integrity and confidentiality."
51,Business,10K+,Good Standard,"The privacy policy document adheres to GDPR compliance standards of data collection and processing. It demonstrates transparency by explicitly stating the types of information collected and the purposes for collection - to improve services, communicate with users, and prevent fraud. The policy also highlights the user's right to request copies of their personal data, correct it, and even ask for their data to be deleted. The policy also safeguards children's information, stating that they do not knowingly collect personal identifiable information from children under the age of 13. However, the policy does not particularly specify the period of data retention. Despite this minor shortcoming, the policy demonstrates a high level of adherence to the GDPR principles, thus justifying its classification as Good Standard."
52,Business,10K+,Good Standard,"The privacy policy provided by Grupo Capistrano Alimentari S.A. de C.V. (""GCA"") adheres the principles of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation and integrity, and confidentiality. The policy clearly defines its legal basis for data processing (user consent) and specifies the exact purposes for which the data will be collected such as for individualisation for product sales, billing, contact, and related commercial interactions all within legal and internal ""GCA"" guidelines. The policy also explains the principle of data minimization by stating that they only collect the necessary data for the stated purposes and no more. It also states that data will not be shared with third parties unless for fulfillment of obligations stated in legal documents with express user consent. It allows users to exercise their rights of access, rectification, cancellation, and opposition (A.R.C.O.) which demonstrates a commitment to ensure accuracy of data and respect consent of users. The policy also mandates that third parties will protect personal data under strict confidentiality. Finally, the policy states that GCA is committed to maintaining high levels of security, indicating a practice of integrity and confidentiality. Therefore, this privacy policy meets the definition of Good Standard."
53,Business,10M+,Good Standard,"The privacy policy demonstrates a commitment to several GDPR principles.
1. Lawfulness, Fairness, and Transparency: The privacy policy provides a detailed and open clarity on how user data is collected and processed in each of the Microsoft apps. It discloses that user location information, typed texts, search history are collected and how they are used.
2. Purpose Limitation: The policy clearly outlines the specific purposes for data collection such as providing location-based suggestions, improving services, organization of photos and videos, and offering specific features to the users.
3. Data Minimization: While the policy outlines the collection of necessary user data such as location and search history, it doesn't specifically state that it limits the data collection to what is necessary. However, there is no evident excessive data collection beyond what is necessary for the stated purposes.
4. Accuracy: The policy does not directly mention how they ensure the accuracy of the data they collect but it allows users to change settings and preferences, indirectly giving users an opportunity to correct or update their information.
5. Storage Limitation: The policy mentions that user location and search history data would be stored when users sign in with their Microsoft account and this data will be synced across other devices and services. However, the policy fails to explicitly mention the duration of data storage.
6. Integrity and Confidentiality: The policies explicitly detail the security measures they have in place, such as using secure (SSL) connection for transmitting user data, storage of user data in Microsoft servers, etc.
While it adheres to the standards in some fields, it falls short on explicitly discussing data minimization, accuracy, and storage duration, but not enough to classify it as a bad standard."
54,Business,10M+,Good Standard,"The privacy policy of Cisco demonstrates transparency by clearly stating that personal data may be transferred to various jurisdictions around the world including the United States of America. Moreover, their data processing activity's legal basis, which is presumably the consent of the users or some form of legal necessity, is highlighted by mentioning that users accepting these procedures. Furthermore, the policy demonstrates integrity and confidentiality by stating that they employ approved data transfer mechanisms and adhere to local legal requirements. Cisco uses several measures for data protection such as APEC Privacy Certification, EU Binding Corporate Rules, and EU-U.S. Data Privacy Framework. This illustrates a thorough commitment to protecting user data. Additionally, all this information is presented explicitly and understandably, fulfilling the principle of transparency. However, the policy does not provide detail on the purpose limitation, data minimization, accuracy, and storage limitation principles. Without information regarding these points, it is recommended for users to seek clarification on these matters."
55,Business,10M+,Bad Standard,"The policy does not explicitly state the legal basis for processing data, nor exactly what data is being collected and for what specific purposes - falling short of the lawfulness, fairness, transparency, and purpose limitation principles. Furthermore, the policy fails to provide specific information about data retention periods and the criteria used to determine these, violating the storage limitation principle. Finally, while the policy mentions they strive to use commercially acceptable means to protect the user’s personal information, they do not outline the specific technical and organizational measures in place - falling short of the integrity and confidentiality principle."
56,Business,10M+,Good Standard,"The privacy policy of FX File Explorer meets the Good Standard criteria. The policy demonstrates fairness, lawfulness, and transparency in its data processing activities. It clearly states that it does not collect, send, or use any user information, which respects the principles of data minimization and purpose limitation. Furthermore, it assures users of data accuracy and storage limitation, stating that any authentication information is stored exclusively within the app and not transmitted elsewhere. Lastly, the privacy policy ensures data integrity and confidentiality by not sharing user data in any way other than for operations specifically requested by the user."
57,Business,10M+,Good Standard,"This privacy policy demonstrates compliance with several GDPR principles, which make it a Good Standard. It provides transparency and explains how user data is collected, used, and shared by various apps. For instance, the Maps app section states how location data is used and how users can disable access if desired. The Storage limitation principle is evident in the Messaging app section, where it talks about the storage of SMS/MMS messages and how to delete them. Furthermore, the policy addresses the principle of data minimization by only collecting necessary data for the functioning of the apps, such as location data for Maps and Camera apps. It also mentions the lawful basis for their data processing, as in the Narrator section where user data collected is used for product improvement. The policy also respects the principle of accuracy, as it provides mechanisms for users to rectify or manage their data, such as modifying which data is synced in the Mail and Calendar app. Lastly, the policy ensures data integrity and confidentiality by stating that the data collected is not shared with Microsoft or any third party without the users' consent, such as the voice data in Live captions. |"
58,Business,10M+,Bad Standard,"The privacy policy lacks specificity in its explanation of data usage and storage. Section 1.2 and 2 enumerate data collection and possible uses but does not expressly state the purpose behind each type of data collected. Additionally, sections involving Jiguang SDK, BeiZi SDK, Topon SDK, Alipay SDK, and WeChat SDK indicate data sharing with third parties without explicit user consent, which fails the transparency aspect. Given the broad data collection scopes, data minimization might be in question as well. Lastly, there's no mention of data retention periods or security measures to protect user data, which is necessary under GDPR principles. |"
59,Business,10M+,Good Standard,"The privacy policy of Simple Scanner adheres to key principles of GDPR, including Lawfulness, Fairness, Transparency, Purpose limitation, and Data minimization. It clearly mentions the legal basis for data processing (user consent), specifies the exact purposes for data collection (to scan documents and store data), and assures users of data minimization by only accessing certain necessary permissions. Furthermore, it demonstrates transparency about how the data is collected and used, providing clear and accessible information about their data processing activities. It notifies users about automatic uploading to cloud storage and the permissions required for this, which are strictly limited to the app's own files.
The policy also highlights the storage of data and how it will be handled, and ensures the Security of data during this process. It explicitly states that it will take ""reasonable measures to protect users personal information"" and the only reason for disclosure to third parties would be if it is required by law or agreed upon by user. This shows a commitment to maintaining data integrity and confidentiality, in line with GDPR principles.
Moreover, the privacy policy provides users with clear instructions about their consent and informs users about potential updates to the policy, further promoting transparency. It also provides a contact detail for privacy-related questions, ensuring that users have a mechanism for further inquiry.
However, it would be beneficial if the privacy policy included specific information regarding the time period for which the user's data will be stored, and how users can rectify or update their information. Notwithstanding, on the basis of the available information, the policy appears to adopt Good Privacy Policy Standards."
60,Business,10M+,Good Standard,"The privacy policy is mostly following the GDPR Article 5 principles. It detailed data collection and usage policies, asserted that personal data will not be used for purposes outside those explicitly stated in the policy, and did not report the collection of excessive personal data. It also specified the usage of permissions. The policy clarified that no data will be stored indefinitely and that any third-party services involved adhere to strong compliance standards. Additionally, the policy creator made the effort to assure users of security measures in place to protect their data. The policy encourages users to review it periodically for changes, reflecting transparency in the nature of the policy's potential evolution over time. Finally, the privacy policy ends with contact information for any concerns, core to a transparency-focused approach to data handling.
However, it's worth mentioning that the policy is notably weak in terms of allowing users to rectify their data, there is no mention of this point. Therefore, user ability to maintain data accuracy needs to be addressed, but as a whole, the policy abides by a greater majority of GDPR principles, hence the classification as 'Good'."
61,Business,10M+,Good Standard,"This privacy policy of CarrierX, LLC demonstrates a strong adherence to most of the GDPR Article 5 principles, hence its classification as a ""Good"" privacy policy.
To begin with, the policy provides clear information on the types of personal data it collects (name, email address, mailing address, payment information, social media account information etc). It further specifies the purposes for which these data are collected such as administering the user's account, processing payments, providing services, and improving the quality of the services. This clearly reflects the principles of lawfulness, fairness, transparency, and purpose limitation.
The policy also provides contact information for users who wish to access, correct, amend or delete their personal data, complying with the principle of accuracy.
Furthermore, it discloses its data sharing practices stating that it may share personal information with third-party vendors who help in service provision, and other subsidiary organizations. However, it commits to not trade, rent, or share personal information with unaffiliated third parties for independent marketing or use, unless required by law.
Lastly, the policy explains the measures taken to protect personal data in accordance with principles of integrity and confidentiality. Mention of deploying reasonable tech security measures and data encryption methodology shows the company's commitment to secure data processing.
However, it's worth noting the policy does not explicitly mention data retention periods or the standard of data minimization but on the whole the privacy policy demonstrates reasonably strong compliance with GDPR principles."
62,Business,10M+,Good Standard,"This privacy policy meets the Good Standard primarily because it adheres to the GDPR Article 5 principles. It demonstrates transparency and fairness by clearly stating how the user data is processed and the lawful reason for doing so – user consent. The purpose for data collection is clear and aligns with the purpose limitation, only required for functioning of premium features like Genius Cloud and debugging issues or for necessary services like customer help desk. They exhibit data minimization by not collecting unnecessary personal data, only required data like email address, password, IP address and device info for registration and syncing purposes are collected. They ensure data accuracy by allowing users to access, edit, delete, and export their data on their account. Storage limitation is addressed by specifying the retention period for different types of data like analytics data and crash logs. Lastly, they uphold the principles of data integrity and confidentiality by encrypting data during communication between different points and storage, not sharing data with third parties unless required by law, and mentioning specific security measures and subprocessors in place."
63,Business,10M+,Bad Standard,"The given statement does not provide any details about the principles of lawfulness, fairness, and transparency in data processing activities. It does not mention the legal basis for processing data, the purposes for data collection, accuracy of data, storage limitations, or security measures. The statement is too generic and lacks the necessary details for it to be classified as a Good Standard Privacy Policy."
64,Business,10M+,Good Standard,"The privacy policy outlines a clear and reasonable manner of data collection, which includes namess, addresses, phone numbers, IP addresses, and domain names. It also shows respect for the principle of fairness and transparency by providing clear instructions on how and when personal information will be collected. In alignment to the lawfulness, all the actions are legal and based on user's consent; furthermore, it provides an explanation on how the collected data will be used and shared, which includes improving the service, sharing with affiliated companies for certain purposes, and does not share or sell information to third parties without user’s permission, unless required by law, which adheres to the principles ofpurpose limitation and data minimization. Moreover, the policy includes an age limitation, which shows attention to protect children’s privacy, and highlights that the payment details will not be stored or even accessed by the company which is a clear sign of following data minimization principle. The policy also describes measures taken to ensure data security, which include maintaining strict physical, electronic, and administrative safeguards and limiting the access to the data only to those employees who need to process it, indicating a commitment to the principles of integrity and confidentiality. Lastly, it enables users to review and update their information, providing a mechanism to ensure the data's accuracy, and states that policy changes will be updated in the policy, upholding the transparency principle."
65,Business,50K+,Good Standard,"The privacy policy presents a clear and explicit explanation of their data processing practices which follows the principles of lawfulness, transparency, purpose limitation, data minimization, accuracy, storage limitation, integrity and confidentiality as defined by GDPR standards.
The policy outlines how data is collected, used, stored and shared. It also makes it clear that user information is kept updated and accurate, and encourages users to make necessary changes as needed (lawfulness and accuracy). There are also clear explanations on how they handle data processing for contactless payments and for their apps, showing data minimization and purpose limitation.
The policy mentions that certain methods, such as cookies, are used to collect data and users are provided with a link to another policy which likely provides more detail about cookie use (transparency). It additionally illustrates how user data may be shared with third parties and also that any data shared outside the EEA is subject to robust protection methods (integrity and confidentiality).
The policy clarifies that data is stored only for the duration necessary and explains user rights to the data collected (storage limitation). Moreover, the policy ensures that any suspected data breaches will be reported to individuals and data protection authorities where legally required (integrity and confidentiality)."
66,Business,50K+,Good Standard,"The privacy policy of WipRecargas is generally good because it adheres to the principles as defined by the GDPR. It provides clear and transparent information about data collection, usage, and protection methods. The policy states a clear legal basis for data processing (necessary for the operation of the company), explains the purposes of data collection and processing (administrative, marketing, sales, and statistical purposes, among others), and respects the principle of data minimization by collecting only the necessary data for the stated purposes. Furthermore, it offers options for users to access, rectify, and erase their personal data. It also includes information on data security methods like the requirement of a digital certificate. The policy mentions the possibility of data transfer but specifically requires users' consent. Lastly, there is clear information on the right to revoke consent for data processing, providing instructions on how to proceed with such request. Nevertheless, users are advised to ensure they are comfortable with the company's practices as defined in the policy before giving their consent."
67,Business,50K+,Bad Standard,"The privacy policy is inactive and does not provide any information regarding the principles of GDPR. It fails to meet standards of lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, and ensures integrity and confidentiality of user data. There are no details about data usage, storage, sharing, or security measures, presenting a lack of compliance with the GDPR standards, thus making it a bad privacy policy."
68,Business,50K+,Bad Standard,"The document provided does not meet the expectations of a good privacy policy. It does not clearly mention any of the GDPR Article 5 principles such as lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, or integrity and confidentiality. It lacks information on how user data is collected, processed, stored and protected, or whether users have any control over their data. It appears to be more of user instructions rather than a policy, failing to address user privacy and data protection concerns at all."
69,Business,50K+,Good Standard,"Section by Section Evaluation:
1. Data Controller: The policy provides clear information about who is the data controller and provides users with relevant contact information. This is in line with the principle of transparency.
2. About Greene King: While this section does not directly impact privacy standards, it offers a basic understanding of the company's scope of operations, which could potentially clarify the range of data processing activities for users.
3. Why We Process Your Data: The organization lists specific scenarios in which personal data is processed, providing transparent information about data use for users.
4. Lawful Bases: The policy is explicit about the legal basis for data processing for each activity, from verifying an individual's age to sending newsletters. This resonates with the principle of lawfulness.
5. Data Sharing: The policy specifies with whom data will be shared, within the Greene King group and with other organizations, further strengthening transparency.
6. International Data Transfers: The policy explicitly mentions the safeguarding measures implemented to protect data when transferred to third-party processors operating outside the UK. This demonstrates adherence to the principle of integrity and confidentiality.
7. Safeguarding: Details are provided about how the company protects personal data from various threats, demonstrating both data integrity and confidentiality.
8. Your Rights: The policy details user rights in line with GDPR, fulfilling the transparency principle.
9. Contact Us: Contact details are made available for users with privacy-related concerns, for opting out of profiling, and for contacting the data protection officer. Clear contact information promotes transparency.
These combined factors suggest that the privacy policy of this Android application adheres to established GDPR principles, hence the classification as ""Good Standard."""
70,Business,50K+,Bad Standard,"The policy lacks specifics and transparency about data collection, usage, storage, sharing, and legal basis for processing. While it provides a warning about potential fraudulent activities, it does not mention anything regarding the principles of lawfulness, fairness, purpose limitation, data minimization, accuracy, storage limitation, or integrity and confidentiality of data."
71,Business,50K+,Good Standard,"The privacy policy provided by GCI demonstrates a commitment to comply with the GDPR Article 5 principles, which suggests that it is of a good standard. They clearly state how they collect, use, and share user data for their services. In addition, the policy transparently outlines the data types collected, which ranges from personally identifiable information to customer proprietary network information. GCI also emphasizes the steps taken to mitigate unauthorized access or misuse of user data, including technical, security, and procedural measures. The accessible language used is also aligned with the transparency principle, making it understandable to the general public. On the principle of storage limitation, the policy specifies how collected data is used for set purposes, with a provision that user data may be shared with third-party service providers that are contractually bound to protect their user’s data. The policy also gives consumers a say in how their data is used, such as opting out of receiving marketing messages - this aligns with the accuracy principle, and the principle of purpose limitation, showing their commitment to using data only for the specified purposes. Overall, the policy appears to meet a good standard of privacy policy."
72,Business,50K+,Good Standard,"The privacy policy of BrickHouse Security displays good privacy standards. It adheres to the principles of lawfulness, fairness, and transparency in data processing activities, with a detailed explanation of what user data is collected, why it is collected, and how it is used (sections: 'Information We Collect' and 'Information Collected Automatically'). The policy also demonstrates adherence to the principles of purpose limitation and data minimization as they clearly state that they only collect necessary data for specified purposes. The policy also provides detailed information about data storage and integrity (section 'Storing Your Personal Data/Transfer of Data') and the measures implemented to ensure the accuracy and security of the users' data (section 'Security'). BrickHouse Security policy provides a segment describing how they allow users to rectify or update their information (section 'Choices and Individual Rights'), ensuring the accuracy of data. Lastly, there is a commitment against selling, renting, or giving away users' personal information, which safeguards and respects user privacy."
73,Business,50K+,Good Standard,"This privacy policy states both the type of information collected and the purpose for which it is used. It provides comprehensive information about data practices, from collection and use to disclosure and storage. It provides a clear legal basis for data processing and performs different functions to uphold the principle of lawfulness and fairness. It is also transparent about how data is shared, including a notice of the right to opt-out of sharing for cross-contextual behavioral advertising, showing adherence to transparency.
The policy fulfills the principle of purpose limitation by stating specific and legitimate purposes for data collection and use. It adheres to data minimization by specifying that it collects information necessary for the stated purposes. In terms of data accuracy, though not directly addressed, the policy ensures users' right to correction, ensuring that inaccurate data may be rectified.
Regarding storage limitation, it mentions that data is kept as long as necessary or relevant for the purposes for which it was collected, or as required by law. On integrity and confidentiality, it mentions using standard security measures to protect user data.
Thus, the privacy policy covers all the essential points of 'Good Privacy Policy Standards', abiding by the GDPR Article 5 principles. However, specifics on data breach protocols, details on how data subjects can access, rectify or erase their information, and how they regularly review and dispose obsolete data could have enhanced the standard of this policy."
74,Business,50K+,Good Standard,"The privacy policy provided by ""One by SMS Assist - Affiliate Portal and Application"" seems to adhere well to the GDPR principles of good privacy policy standards.
They clearly express how they collect, store, use, and share user data. The legal basis for data processing is laid out primarily as user consent, with users consenting to the policy by using the service. It guarantees transparency by providing detailed information about the data collection methods, types of data collected, and intentions of use.
The privacy policy outlines several measures to ensure data security by protecting against unauthorized access or misuse of user data. Furthermore, users are given options to control the sharing and use of their location data and cookies.
The principle of data minimization is adhered to by ensuring that only necessary data related to the operation of the service is collected. The integrity of data is maintained by providing emails for users to contact in case of inaccuracies, and the storage limitation is implied through regular reviews of their data storage practices.
Thus, the privacy policy appears to strictly adhere to GDPR guidelines, making it a good standard. Nonetheless, users should be aware that jurisprudential interpretations of the adequacy and fairness of certain consent mechanisms may vary."
